Country,Sector,Sovereign / Non-Sovereign,Title,Commitment in UA,Status,Signature Date,country,Projects,Capacity (MW),Project,Capacity(MW),Name of Plant
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Comoros,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Comoros,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Comoros,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Comoros,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Comoros,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Comoros,,,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Congo,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Congo,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Congo,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Congo,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Congo,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Congo,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Congo,,,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Congo,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Congo,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Congo,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Congo,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Congo,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Congo,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Congo,,,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Djibouti,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Djibouti,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Djibouti,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Djibouti,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Djibouti,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Djibouti,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Djibouti,,,,,
,,,,,,,Djibouti,Ambado Geothermal,40.0,,,
,,,,,,,Djibouti,Assal Rift Geothermal,50.0,,,
,,,,,,,Djibouti,Damerjob Biomass,40.0,,,
,,,,,,,Djibouti,Gale-Le-Koma Geothermal,65.0,,,
,,,,,,,Djibouti,Grand Bara Engie Solar PV,30.0,,,
,,,,,,,Djibouti,Grand Bara Green Enesys Solar PV,300.0,,,
,,,,,,,Djibouti,Jaban'As HFO,53.0,,,
,,,,,,,Djibouti,Qatar Electricity Wind,60.0,,,
,,,,,,,Djibouti,Shanghai Electric Wind,60.0,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Djibouti,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Djibouti,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Djibouti,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Djibouti,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Djibouti,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Djibouti,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Djibouti,,,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Egypt,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Egypt,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Egypt,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Egypt,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Egypt,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Egypt,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Egypt,,,,,
,,,,,,,Egypt,,,Access/Eren Benban 8-1 Solar PV I,50.0,
,,,,,,,Egypt,,,Access/Eren Benban 9-2 Solar PV I,50.0,
,,,,,,,Egypt,,,Acciona Benban 10-2 Solar PV II,50.0,
,,,,,,,Egypt,,,Acciona Benban 18-3 Solar PV III,50.0,
,,,,,,,Egypt,,,Acwa Benban 3-1 Solar PV III,50.0,
,,,,,,,Egypt,,,Acwa Benban 43-4 Solar PV I,50.0,
,,,,,,,Egypt,,,Al Subh Benban 28-4 Solar PV,50.0,
,,,,,,,Egypt,,,Al Tawakol Electric 42-4 Benban Solar PV,25.0,
,,,,,,,Egypt,,,Alcazar Aten Benban 7-1 Solar PV IV,50.0,
,,,,,,,Egypt,,,Alcazar Benban 13-2 Solar PV I,50.0,
,,,,,,,Egypt,,,Alcazar Delta Benban 19-3 Solar PV,50.0,
,,,,,,,Egypt,,,Alcazar Horus Benban 29-4 Solar PV III,50.0,
,,,,,,,Egypt,,,Arinna Benban 1-1 Solar PV II,20.0,
,,,,,,,Egypt,,,Aswan 16-2 Solar PV,50.0,
,,,,,,,Egypt,,,Bashayer El-Khair I Solar (Gheit El-Enab),0.12,
,,,,,,,Egypt,,,BSEP Benban 20-3 Solar PV,50.0,
,,,,,,,Egypt,,,Daraw 15-2 Solar PV,50.0,
,,,,,,,Egypt,,,EDF Energies Nouvelles Benban 30-4 Solar PV,50.0,
,,,,,,,Egypt,,,Elsewedy Electric Benban 17-3 Solar PV,50.0,
,,,,,,,Egypt,,,Engie Gebel El Zeit Wind,262.5,
,,,,,,,Egypt,,,Fas Energy Benban 14-2 Solar PV,50.0,
,,,,,,,Egypt,,,Infinity 50 Consortium Benban 5-1 Solar PV,50.0,
,,,,,,,Egypt,,,Lekela West Bakr Wind,250.0,
,,,,,,,Egypt,,,MMID Infinity Benban 45-2 Solar PV,30.0,
,,,,,,,Egypt,,,Râ Benban 39-4 Solar PV,32.0,
,,,,,,,Egypt,,,Red Sea 4-1 Solar PV,50.0,
,,,,,,,Egypt,,,Sahl Hasheesh Solar PV,2.2,
,,,,,,,Egypt,,,Scatec 12-2 Kom Ombo Solar PV,50.0,
,,,,,,,Egypt,,,SECI Winnergy Benban 46-1 Solar III,20.0,
,,,,,,,Egypt,,,Sharm el-Sheikh Solar PV,5.0,
,,,,,,,Egypt,,,SP Infra Benban 11-2 Solar PV,50.0,
,,,,,,,Egypt,,,Sun Infinite Phoenix Benban 32-4 Solar PV,50.0,
,,,,,,,Egypt,,,Taqa Arabia 21-3 Solar PV,50.0,
,,,,,,,Egypt,,,Toshka solar pv,20.0,
,,,,,,,Egypt,,,Upper Egypt 24-3 Solar PV,50.0,
,,,,,,,Egypt,,,Wadi Sabara Solar PV Diesel Hybrid,0.15,
,,,,,,,Egypt,,,Zafarana 25-3 Solar PV,50.0,
,,,,,,,Egypt,,,Alfa Benban 23-3 Solar PV,50.0,
,,,,,,,Egypt,,,ARC Benban 2-1 Solar PV,50.0,
,,,,,,,Egypt,Acwa Power Kom Ombo Solar PV,200.0,,,
,,,,,,,Egypt,AMEA Power Kom Ombo Solar PV,500.0,,,
,,,,,,,Egypt,Amunet Ras Ghareb Wind,500.0,,,
,,,,,,,Egypt,BPI Motobas Gas LFO II,1100.0,,,
,,,,,,,Egypt,BPI Motobas Qena Gas LFO,1200.0,,,
,,,,,,,Egypt,Coca-Cola Alexandria Solar PV,1.5,,,
,,,,,,,Egypt,Dabaa Solar PV,3.0,,,
,,,,,,,Egypt,Enara Capital Solar PV,130.0,,,
,,,,,,,Egypt,Fas Energy Waste-to-Power,100.0,,,
,,,,,,,Egypt,Gebel el Zeit Wind Phase II,500.0,,,
,,,,,,,Egypt,Gulf of Suez Wind IV,500.0,,,
,,,,,,,Egypt,NREA/Masdar Gulf of Suez Wind II,250.0,,,
,,,,,,,Egypt,Revolta Solar PV,5.0,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Egypt,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Egypt,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Egypt,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Egypt,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Egypt,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Egypt,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Egypt,,,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Equatorial-Guinea,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Equatorial-Guinea,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Equatorial-Guinea,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Equatorial-Guinea,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Equatorial-Guinea,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Equatorial-Guinea,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Equatorial-Guinea,,,,,
,,,,,,,Equatorial-Guinea,,,"Groupement TEC-IEE Gas, LFO",38.0,
,,,,,,,Equatorial-Guinea,,,Kogo Gas,100.0,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Equatorial-Guinea,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Equatorial-Guinea,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Equatorial-Guinea,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Equatorial-Guinea,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Equatorial-Guinea,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Equatorial-Guinea,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Equatorial-Guinea,,,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Eritrea,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Eritrea,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Eritrea,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Eritrea,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Eritrea,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Eritrea,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Eritrea,,,,,
,,,,,,,Eritrea,,,Alid Geothermal,30.0,
,,,,,,,Eritrea,,,Eritrean Centre for Organisational Excellence (ECOE) Embatkala Solar,0.25,
,,,,,,,Eritrea,,,Nabro-Dubbi Prospect Geothermal,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Eritrea,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Eritrea,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Eritrea,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Eritrea,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Eritrea,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Eritrea,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Eritrea,,,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Eswatini,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Eswatini,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Eswatini,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Eswatini,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Eswatini,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Eswatini,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Eswatini,,,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Eswatini,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Eswatini,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Eswatini,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Eswatini,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Eswatini,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Eswatini,,,,,
